,rating,Team,Type,mu,sd,name,player_id,index,player_name,coefs
0,8.89502542889076,Oklahoma City Thunder,Non-rookie,0.8618893333333333,5,Nick Collison,2555.0,387,Nick Collison,3.3689665725773503
1,8.89502542889076,Oklahoma City Thunder,Non-rookie,5.944209,5,Kevin Durant,201142.0,318,Kevin Durant,3.6178113814616992
2,8.89502542889076,Oklahoma City Thunder,Non-rookie,0.4665023333333334,5,Derek Fisher,965.0,118,Derek Fisher,6.722661798530771
3,8.89502542889076,Oklahoma City Thunder,Non-rookie,0.3954863333333333,5,Ryan Gomes,101155.0,197,Ryan Gomes,-0.1282793162815059
4,8.89502542889076,Oklahoma City Thunder,Non-rookie,4.083333333333333,5,Serge Ibaka,201586.0,121,Serge Ibaka,4.513431568105027
5,8.89502542889076,Oklahoma City Thunder,Non-rookie,2.8258123333333334,5,Kendrick Perkins,2570.0,116,Kendrick Perkins,-4.694405945655941
6,8.89502542889076,Oklahoma City Thunder,Non-rookie,1.3,5,Thabo Sefolosha,200757.0,305,Thabo Sefolosha,1.0549515279504877
7,8.89502542889076,Oklahoma City Thunder,Non-rookie,0.4,5,Hasheem Thabeet,201934.0,263,Hasheem Thabeet,-0.1460022944097279
8,8.89502542889076,Oklahoma City Thunder,Non-rookie,4.897968666666666,5,Russell Westbrook,201566.0,436,Russell Westbrook,3.977532118801397
9,7.76644161566618,San Antonio Spurs,Non-rookie,0.9166666666666666,5,Marco Belinelli,201158.0,41,Marco Belinelli,1.0875268448462982
10,7.76644161566618,San Antonio Spurs,Non-rookie,1.315,5,Matt Bonner,2588.0,464,Matt Bonner,2.1018913506388444
11,7.76644161566618,San Antonio Spurs,Non-rookie,1.5675,5,Boris Diaw,2564.0,43,Boris Diaw,-1.3421010849262363
12,7.76644161566618,San Antonio Spurs,Non-rookie,3.453815333333333,5,Tim Duncan,1495.0,389,Tim Duncan,1.139886413461852
13,7.76644161566618,San Antonio Spurs,Non-rookie,2.5,5,Manu Ginobili,1938.0,194,Manu Ginobili,4.2143777138286165
