,rating,Team,Name,mu,sd
379,-1.5390419690000001,Chicago Bulls,Antonio Blakeney,0.44979433333333335,5
380,-1.5390419690000001,Chicago Bulls,Shaquille Harrison,0.437088,5
381,-1.5390419690000001,Chicago Bulls,Walter Lemon Jr.,0.033035666666666665,5
382,-3.470284758,Phoenix Suns,Tyler Johnson,6.415123333333334,5
383,-3.470284758,Phoenix Suns,T.J. Warren,3.9166666666666665,5
384,-3.470284758,Phoenix Suns,Deandre Ayton,2.72172,5
385,-3.470284758,Phoenix Suns,Josh Jackson,2.01384,5
386,-3.470284758,Phoenix Suns,Dragan Bender,1.55376,5
387,-3.470284758,Phoenix Suns,Mikal Bridges,1.18432,5
388,-3.470284758,Phoenix Suns,Devin Booker,1.1047883333333333,5
389,-3.470284758,Phoenix Suns,Troy Daniels,1.086183,5
390,-3.470284758,Phoenix Suns,Kelly Oubre Jr.,1.0695433333333333,5
391,-3.470284758,Phoenix Suns,Richaun Holmes,0.5335066666666667,5
392,-3.470284758,Phoenix Suns,Jamal Crawford,0.5042003333333334,5
393,-3.470284758,Phoenix Suns,De'Anthony Melton,0.31633333333333336,5
394,-3.470284758,Phoenix Suns,Ray Spalding,0.061582,5
395,-3.470284758,Phoenix Suns,Jimmer Fredette,0.056971666666666664,5
396,,Atlanta Hawks,Kent Bazemore,6.029962333333334,5
397,,Atlanta Hawks,Miles Plumlee,4.166666666666667,5
398,,Atlanta Hawks,Dewayne Dedmon,2.4,5
399,,Atlanta Hawks,Trae Young,1.78548,5
400,,Atlanta Hawks,Alex Len,1.45,5
401,,Atlanta Hawks,Taurean Prince,0.84228,5
402,,Atlanta Hawks,Justin Anderson,0.8386826666666667,5
403,,Atlanta Hawks,John Collins,0.76636,5
404,,Atlanta Hawks,Kevin Huerter,0.75032,5
405,,Atlanta Hawks,DeAndre' Bembry,0.54488,5
406,,Atlanta Hawks,Omari Spellman,0.54016,5
407,,Atlanta Hawks,Vince Carter,0.5042003333333334,5
408,,Atlanta Hawks,Jaylen Adams,0.07895133333333333,5
409,,Atlanta Hawks,Isaac Humphries,0.015790333333333333,5
410,,Atlanta Hawks,Deyonta Davis,0.008545666666666667,5
411,,,,0.0,5
412,,,,0.0,5
413,,,,0.0,5
414,,,,0.0,5
415,,,,0.0,5
416,,,,0.0,5
417,,,,0.0,5
418,,,,0.0,5
419,,,,0.0,5
420,,,,0.0,5
421,,,,0.0,5
422,,,,0.0,5
423,,,,0.0,5
424,,,,0.0,5
425,,,,0.0,5
426,,,,0.0,5
427,,,,0.0,5
428,,,,0.0,5
429,,,,0.0,5
430,,,,0.0,5
431,,,,0.0,5
432,,,,0.0,5
433,,,,0.0,5
434,,,,0.0,5
435,,,,0.0,5
436,,,,0.0,5
437,,,,0.0,5
438,,,,0.0,5
439,,,,0.0,5
440,,,,0.0,5
441,,,,0.0,5
442,,,,0.0,5
443,,,,0.0,5
444,,,,0.0,5
445,,,,0.0,5
446,,,,0.0,5
447,,,,0.0,5
448,,,,0.0,5
449,,,,0.0,5
450,,,,0.0,5
451,,,,0.0,5
452,,,,0.0,5
453,,,,0.0,5
454,,,,0.0,5
455,,,,0.0,5
456,,,,0.0,5
457,,,,0.0,5
458,,,,0.0,5
459,,,,0.0,5
460,,,,0.0,5
461,,,,0.0,5
462,,,,0.0,5
463,,,,0.0,5
464,,,,0.0,5
465,,,,0.0,5
466,,,,0.0,5
467,,,,0.0,5
468,,,,0.0,5
469,,,,0.0,5
470,,,,0.0,5
471,,,,0.0,5
472,,,,0.0,5
473,,,,0.0,5
474,,,,0.0,5
475,,,,0.0,5
476,,,,0.0,5
477,,,,0.0,5
478,,,,0.0,5
479,,,,0.0,5
480,,,,0.0,5
481,,,,0.0,5
482,,,,0.0,5
483,,,,0.0,5
484,,,,0.0,5
485,,,,0.0,5
486,,,,0.0,5
487,,,,0.0,5
488,,,,0.0,5
489,,,,0.0,5
490,,,,0.0,5
491,,,,0.0,5
492,,,,0.0,5
493,,,,0.0,5
494,,,,0.0,5
495,,,,0.0,5
496,,,,0.0,5
497,,,,0.0,5
498,,,,0.0,5
499,,,,0.0,5
500,,,,0.0,5
501,,,,0.0,5
502,,,,0.0,5
503,,,,0.0,5
504,,,,0.0,5
505,,,,0.0,5
506,,,,0.0,5
507,,,,0.0,5
508,,,,0.0,5
509,,,,0.0,5
510,,,,0.0,5
511,,,,0.0,5
512,,,,0.0,5
513,,,,0.0,5
514,,,,0.0,5
515,,,,0.0,5
516,,,,0.0,5
517,,,,0.0,5
518,,,,0.0,5
519,,,,0.0,5
520,,,,0.0,5
521,,,,0.0,5
522,,,,0.0,5
523,,,,0.0,5
524,,,,0.0,5
525,,,,0.0,5
526,,,,0.0,5
527,,,,0.0,5
528,,,,0.0,5
